6	11	22	32	52	68	84	107	134	170	204
2	4	4
1	1	2	3
4	4	4	4
1	1	2	2	5	5	8	10
1	1	3	3	3	3	3	4	4	4
1	1	2	2	2
2	2	3
2
1	1	1	1	1
2	2	3
1	2	3	5	8
1	2	2	5	5
1	1	2	2	2	3
1	2	4	8
1	4	7	11	16	22	24	26	32	36	44	53
1	1	1	5	6
3	6	15	24
3	4	9	18
5	6
1
1	1	1	1	1	1	2	3
2	3	10	14
1	1	2	9	13
2	4
1	2
5	5	9	10	11	12	16	19	27	34
1	2	5	5	6	6	7	7	9	10	10	10
4	5
2	5	6	8	17	25	33	39
1	3	3
1	1	4	6	9	11	15	17
1	4	4	10	13	19	22	26	33	43	49
1	1
1	2	9	10
2	3	3	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	8	8	8	9	9	12	12	19	20
1	1	2	2	3	4	4	5	5	5	5	5	5	5	5	5	6	7	7	7	9	9	9	9	9	11	11	17	17
1	1	1	2	2	3
1	1	1	3	5	6
4	4	5	8	11	14	21	26
1	2	4	5	10	11	13	15	17	17	20	21	23	24	24	26	29	30
1	2	4	5	7
1	3	4	5	6
2	2	2	2	4	4
1	3	3
1	1	4	6	9
1	8	11
1	1	1	1	1	2	2	4	6	8	8
1	1	3	3	4	4	5	5	8	9	10	10
1	1	1	2	2
4	5
4	12	18	24	26	33	35	44	46	52	58	70	78
2	2	4	5	10	17	29
2	2	3	3
1	1	1
1	1	1	1	1	1
3	3	4	4	8	10	15	16
4	4	4	7	10	12	15	17	18	20	21	23
2	5	7	10	13	16	18	20	25	25	28	30
3	7	10	11	17	20	21	23	25	28	30	33
1	3	8	12	16	23	30	44	56	74	93
2	2
1
1	1
2	3
1	1	1	2	3	6	10	12
2	2	3	3	4
1	1	1	1	1	1	1
1
1	1	1
2	3	3
5	5	8	10	13	16	16	17	18	18	18	18	21	21	21	22	24
1	1	2	4	6	11	14	16	16	17	21	24	29	33	35	36	42
1	2	3	3
1	1
1	2	4	4	6
1	2
1	3	5	5
2
3	5	6	6	6	6	6	7	7	9	9	10
2	2	2	2	4
1	2
1	1	1	3
1	1	1	1	1	1	1
2	2
1
1
4	5
2	5	11	15
1	3	3
1	1	3	5	7	8
4	7
1	1
2	2	3	7	14	15
1	2	2
1	1	1	1	1	2	2	2	2	3	3	4	7	9	10
1	1	1	1
1	1	2
1	1	2	2	2	2	4	6	11	14
1	2	4	7	8	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	15	15	16	16	17	17	18	18	19	20	22	25
1	1	1	3	4	5
1	1	1
1	1	1	1
1	1	1	1
1	1	1	1	2
5	5	10	11
1
1	1
2	2	5	5
1	2	9	17	59	102	146	192	258	338	414	495	571	624	703	787	862
1	2
1	1	2	2	2	2	2	2	2	2	2
1	1	1	1	2	3
1	1	1	2	2	8	10	15	16
1	3	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	10	10
1	2	7	9
2	2	2	2
2	5	5
1
1	5	6
1	2	2	3	3	4	4	4	4	4	4	4	6	8	9	11
1	1
2	2
1	1
3	6
2	3	4	4
2	2
3	6	8	11	16
1	1	3	7
1	1	1	1
1	1
1	1	5	6	7	7	8	8	8	8	10	11
1	3
1
1	2	2	2
1	2	3
1	1	1	2
2	4
1	1	3
1	1	2	5	11
1	1	1	1	2
1
1
1	1	2	2	3	4	4	4	4	4	4	4	5
1	2	2
2	3
2	7	12	14	17	24	31	40	57	88	119
1	2	3	3	5	18	27	35
1	1	1	1	3
1	1	1
1	2	5	8
1	1	2	4	7
1	1	1	1	1	1	1	2
1	1	2	2	2	3	4	5	5	7	8	12	13
1	4	16	28	51
1	4	15	22	33
2	5
1	1
1	3	3	4	5	5	5	5	5	5	5	5	6	7
1	2	3	3	3	4	4	4	4	4	6
2
3	3	4	4	4	5	5	6	8	10	12	15	17
1	1	1	1	1	1	1	2
1	1	1	1	1	2	2
1
1	1
1	1	4
1	1	1	1	1	1	1	1	1	3	4
2	5	10	13
1	3	4	6	8	10	11	17	24	29
2	3	3	3	3	3
1	1	3	3	5	5
1	4	6	9	9	9	13	14
1	1	1	1	2
2	3	4	8	13	18	22	35	48	73	92
1	1	1	1	1	2	2	2	5	6	6	6
1	1	1
1
1	2	3	4
2	3	5	7	8	10	11	13	13	19	24	24	28	31	32	34	39	42	45
1	1	2	2	2	2	2	2	2
1	1	1	1	1	1
1	1	1	1	1	1	1	1
1	1
1
1	2	4	5	6	7
1	3	5	5
1	1	3	3	3	4	4	4	4	4	5	9	12	17	19	21	21	21	22	29	31
1	1	1	2	2	2	2	2	2
1	3	3	3	6	7	7	7	7
1	2	4	5	7	7	8	8	9	9	9	9	9	9
1	2	2
2	4	4	4	4	4
1	1	1	3	4	4	4	4	4
1	4	8
1	1	1	2	2
1	1	1
1	1
1	1	4	5
2	3	3
2	3
2	3	3
1	1	1	1	2	3	6	6	7	7	7	8	11	13	13	14	16	17	17	17
1	1	2	2
1	2	2
1	1	1
1
1	1
2	2
1	1	1	1	2	2
1	2
1	2
1	4
1	3	5	6	10	14	18	20	21	29	35	40
3	6	6	7	9	12	13	13	13	13	16	17	18	21	24	25	28	28	28	28	28	28
1	3	5	7
2	2	3	3
1	1
1	1	1	1	1	1	1	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2
2	2
2	5	8	11	12	15	17	23	24	24	24	24	24	24	24	24	25	25	26	26	27	28	32	32	33	34	34	34	35	35	38	39	40	41
1	6	10	12	15	20	22	24	25	27	27
1	5	6	8	8
1	1	2	2	2	2
1
4
1	3	8	12
1	1	3	3	3	4
2	3	4	4	7
1	1	2	5	6	7	9
2	5	6	8	11	13
5	8	11	18	23	27	31	33	35
2	2	9	12	13	15
1	2	2	5	10	13
2
2	2	4	6
1	1	1	4	6
1	2	3	9	10	11	12	12	12
1	1
3	4
3	8
1	4	4	4	5	7	8
4	7	14	18	20	23	23	26
2	3	3	5	6	6	6	6	6	7	8	8	8
1	5	9	13	19	22	26	30	36	44	48	49	50
2	2	3	8	9	9	9	10	10
10	18	25	28	35	39	44	46	47	52
1	6	8	13	19	24	28	29	33	36
2	4	4	5	9	10	12	13	14	14	15
1
1	1
1	7	10	15	20	24
1	2	4
11	16	23	32	45	67	81
1	11	23	27	33	38	46	54	60
1	1	1	2	2	2	2
2	2	2	2	2	4	6
1	4	11	14	22	25	25	28
4	7
1	7
1	1	1
1	1
2	2	2
1
1	2	4	8	9	11	12	15	16	16	16	16	16
4	13	16	18	20	23	27	28	28
2	4	7	10	10	12	14	14	18	19
1	12	23	30	37	49	56	62	63	63	66
1	2	3
1	4	10	10	11
1
2	10	12	19
4	7	8
1
1	2	2	3	6	6	6
2	3	3	3	4	4	7	7	9	9	9
1	2	6	13	26	36	40	44	50	50	51	52	55	55	56	56	56	57	57
3	4	11	13	15	15	15
1	1	2	2	2
1	2
3	4	9	13	15	18	21	21	24	25
2	4	7	7	8	8	9
1	1	2	3	4	6	7	8	11	11	12
1	3	3	6	6	7	7	7
1	2	4	6	6	9	10	15	17	19	21	22
1	2	3	4	7	7	12	13	14	14	14
4
2	13
1
4
2	5	5	7	8	8
3	5	7	10	17	18	19	25	28	33	35	41	46	51	52
5	13
1	1	3	3
1	4
1	1
3	8	18
4	9	13
3	5	8	13	14	19	24	43	54
1	2	3	3	4	8	8	11	12	12	13	14	15
1	2	6	8	16	23	28	45	57	62	70	80	97	114	139	154	170	180	191	203	213	214	220	225	226	229	232
2	9	15	18	22	26	31	33	38	39	41	43	46	51
1	3	14	24	35	46	62	73	86	97	103	104	114	119
1	6	11	12	22	27	31	35	37	38	40	43
1	2
3
1	3	5
1	1	2	3
1	1	4	5	7
1	3	4	7	13	18
1	2
1	3	6	8
2	4	7	9	14	14	17
1	3	4
1	1	1	1	2	3	6
1	2	4	4	4	4	4	4	5	5
1	3	9	13	20	25	33	41	69	100
1
1	1	1	2	2	2	4	5	6	8	9	9
1
1
2	6	56	156
1
1
1	2	2	2	2
2	3	6	6	6	6	6	7
2	2
2	20
5
3	14
3	14
1
4	8	16	19
1
2	11	23	33
2	7	17	29
1	7	15
2	5
4	8	9	12	14	19
2	9
1	4	13	21
1	3	5	5
10	24
7	24	35
1	1
1	3	9	20	28
5	9	15	15	17	19	19	25	30
1	1
1
1	5	9	14	14	15	15	17	18	21	21	22	22	22	22	23	23	23	23	24
3
5
1
2	20
3	8	20	35	54	80	96	107	129	149	165	185	202	230	268	316	382	441
1	1	2
1	3	4
1	1	1
1
1	5	10	16	24	30	32	35	36	39
1
1	1
2	4	5	6
1	2	3	3	4	5	5	5	5	5	5
1	5	12	18	26	35	43	57	69	81	97	115
1	6	12	21	27
1	4
1
3	8	19	31	49	68
1	2	2
7	14	22	24	31	35	43	48
2
2	6	10	13	16
1	2
1	1	1	5	7	9	11	14	18	24	27	30	31
1	1
1	1	2	5	6	13	18
2	3
1
2	2
4	9	9
1	4	12	19	33	44	72	96
1	5	8	16	22	30	36	48
1	2
1
1
1	2	5	6	6	7	8	9	9	10	10	12	12	12	12	12	12	12	12
2	2	6	7	10	12	14	17	17	19	19	19
1
1	1	1	1	1	1
2	2	2	3	3	4	4	4	5
2
1	1	1	1	2	2
1	1	2	2	2	2	2	2	2	2	3	4	4	5	5	5	6	7	9	10	10	12	13	13	17	17	18	19	19	19
1	1	5	7	7	9	10	10	10	11
4	22	32	42	50	61	66	74	84	90	93	94	97	100	103	105
2	2
1	4	6	7	11	11	12
1	1	1	2	3	4	4	4	4	6	6	6	6	6	7	7	7
1	1	2	2	5	5	8	9	10	11	11	12	12	13
1	3	3	4	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
1	3	6	9	15	16	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20
4	6	13	22
1	4	4	7	8	9	9	11	11	11	13	14	16
3	7	14	17	20	25	32	38	40	50	57	63	68	72	77	81	87	92	99	101	103	106	109	110	111	114
1	1
1	7	16	22	30	40	47	51	56	59	64	68
2	2	3	4
1	2	3	5	6	9	12	14	16	16
1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2
1	1	1	1
1	2	2	4	4	6	6
1	2	4	4	5	6	7
1	1	1	1
1	1	1	4	7	9	9	10	11	11	12	12	12	13	13	14	14	14	15	15	15	15
1	1	1
2	4	12	18	18	22	28	28	29	29	29	30	31	31	32	32	34	34	36	36
1	1	1	1	2	2	2	2	2	2	2	3	3	4	5
1	1	5	9	16	25	29	32	35	37	39	41	41	41	41	42	42
2	3	3	3	3	3	3
2	8	14	22	26	30	37	41	46	51	55	56	58	61	64
1	1	1	1	1	1
1	2	2	2	3	5	9
1	1	1	2	3
2	5	9	11	12	12	12	12	12	13	13	13	15	16	17	18	18	18	18	18
3	5	9	10	15	18	18	18	18	19
4	6
1	2	3	3	4	4	4
4	12
2	4	4	5	8	9	9	10	10	10	10	10	10	10	10	10	10
4	17	28	42	59	77	94	105	114	125	138	158	166	180	189	197	208	214	217	222	225	226	231	237
1	2	2	5	5
1	1	1	1
1	1
2	2	3	6	8	8	10	12	14	16	18	21	23	23	23	24	25
1	1	1	1	2	2	2	2	2	2	2	2	2
2	2	2	2
2
3
2
1
1	3	3	4	5	8	9	12	13	13
2	3	5	5	5
3	5	7
2	5	9	12	20
1	7	9	13	16	18
1	1	2	2	2
1	1
2	10	12	15
3	6
1	1	1	4
2	3	9
4	8	12	13	13	13	14
2	6
1
1	5
1	2	3	4	9	9	14	19	28	31	38	41	49	51	57	61	62	64	68	70
3
3
2	13
5	14
1	9	17	32	47
3	6	16	23
1	1	2	4	6	9	9	9	9	11
3
6	14
6	11
2	3	8	10
2	10	32	69
2	6	7	8	10
1	5	10	19
3	7	9	11	13	16	17	18	19	19	19	20	20
1
1	13	20	31	43	60	79	94
8	21	36	56	78
1	9	16	22	34	44
2	9	14
1
4
9	19
1	1	7	10
3	3	7	12
2	2	5	10
1	1	5	8
1	1	2	5	13	16
2	7	12	20	25
1	8	18	30
3	12	14	16	18	24	26	31	35	37	38	41	42
1	2
3	7	12
1	3	5
5	5	5	6	8	10	11	11	13	14	14	16	16
1	4	11	18	29
1	1	4	8	11	13	17	22	31	42	45	52	58	68	83
4	9	13	29	45
3	13	23	31
7
1
1	3	3	4	4	5	7	9	12	12	13	14	17	18	18	20	21	22
2	4
2	5	6	9
1	5
2	3	6	7	16	24	31	43	50	53	61	71	88	98
1	3	7
1
5	8	13	16	21
1	3	7	21	51	83
1	4	5	9	13	16	20	20	22	24	29	35	39	41	43	44	47	51	54	61	69	81	90
3	8	13	23	31	43
1	1	1	1	2	2
1	2	3	3	5	6	9	10
3
1	2	2	4	6	15
1	2	2	2	2	3	4	5	6	6	8	10	12	17
1	2	7	9	10	15	17	22	25	29	32	40	43	47	48	55	61
2	3	3	3	3	3	4
1	1	2	3	5	8	11	14	18	24	25	28
6	7	7	8	11	19	21	24	28	31
3	14	35	62	90
3	6	9	18	25
1
1	1	1	1	1	2	2	6
1	1	1	3	3
1	3	10	16	19
3
1
1	6	10	13	18
1	1	2	3	3	3
1	1	1	4	4	5	6	10	14	16
3
4	8	11	14	19	19	21	21	26	31	33	38	40	45	46	52	57	58	60	60	65
2	15	31
1	3	6	9	14	15	21
2	4
1	2	4	5	8	10	11	11	13
1	2	2
1	1	1	1	1	1	2	2	2
1	1	1	1	2	3
1	2	2	2	2	3	3	4	4	4	4
7	23	41	74	107
1	1	4	5	7	8	8	9	9	11
1	3	3	5	5	5	5	5	5
1	2	2	3	6	6	7	7	7
3
1	2	8	13
1	3	6	13	20
12	26
3	3	3	3	4	4	4	4	4
1	1	1	1	1	1	2	2
2
1	1	2	2	3	3	3	3
1	2	4	4	4	5
4	5	6	7	8	9	10
4	16	40	63	100	109	142	168	197	231	252	270	280	293	302	310	313	318	323	333	337
1	1	3	5
1
1	2	3	5	5	5	5	5	6	6	7
3	5	7	7	7	7	7	7	8	8
3	9	19	36	49
2
2	6
2	4	5	6	8	10	13	14	16	18	18	18	20	21
2	3	3	3	7	7	7	7	7	7	7
1	1	1	3	3	3	5	5
1	1	3	4	4	5	6
1	1	1
1	1	1	3	4
5	21	42	58	74	88	100	110	118	122	124	126	127	128	133
1	1	1	1	1
3	4	5	5	6	6	6	6	6	6	6	6
4	10	25	38
1	8	10	11	11	11	13	15	15	17	17	18	19	20	20	20	20	21	21
2	5	6	9	11	15	15	16	17	20	20	21	21	21	21	21	21
1	1	3	3	3	5	5	5	5	5
1	10	14	15	16	20	31	35	36	38	39	41	43	44	46	49	49	52	52
1	1	1	3	3	3	4	4	4	5	5	5	5	5	5	5
1	2	3	5	5	7	7	8	9	10	12	13	13	13	13
3	5	9	10	10	10	10	14	15	15	15	15	17	17	17	18	18	18	18	18
1	1	1	1	2	2	2	2
2	7
1	1	1	2	3	4	5	6	6	6	7	9	10	12	12	12	12	13	13
2
6	21	47
3	6	21	38
6	12	19
1
3	11	22
3	3	3	10	14	19	23
2	4
2	4	5	6	8	10	11	14	15	16	16	18	20	22	22
1	2
1	1
1	8	21
3	5	6	7
4	9	15	26	35
1	4
1	4	4	5	11
1	1	2	2
5	10	15	25	31	35	38	44	47	47	52	58	61	65	69	70
4	8	10	15	17	21	33	47	60	80	102	127	150
1	2	3	5	7	7	7	8	10	10	12	13	14	14	14	14	14
3
4	11
1	1
1	4	5
5
3	5	6	8
2
1	2
1	4	5	5	6
3	8
1	1	3	9	14	18	28	46	64
3	11
1	3	6	10	12	15	19	21	23
4	5	7	8	12	12	12	14	14	14	15
3	6	10	14	25	38	48	61	68	73	81	89	100
2	3	3	4	5	6	6	7	8	8	8
2	12	48	87	116	137	153	176	190	202	214
1	1
2	6	9	12	20	21
2	5	10	22	39	59
1	7	15	26	37
21	39	51	71	84	96
1	3
3	5	5
1	1	2	5	8	10	14	22	32	39
5	22	46	55	77	96	111	120	134	142	158	170	185	194
1	1	5	11
1
1	1	4	11
1	6	9	9	10	11	13	19	19	19	20	20	20	23	25	25	25	26	26	26	29	29	29	30	31
1	1	1	2	2	2	2	3	3	3	3	3	3
3	7	8	10	10	10	10	11	12
1	1	1
1	1	1	1	1	1	3	3	3	5	7	7	7	9	9	11
1	1	3	3	3	4	4	5
1	1	3	4	4	4	4	6	6	6	8	11	12	12	15	16	18	18	18	18	18	18	19	20	21
1	2	4	5	8
1	2	3	6	9	10
1	3
2	2	3	5	5
1	2
8	18	26	30	33	38	40	44	47
1	4	6	9	11	15	18	20
1	2	2	2	2	2	2	2	2	2
1	4	5	7	10	13	17	23	24	25	25	28	29	29	30	31
1	3	4	4	4	4	4	6	8
1	1
1	1	1	2	4	9	9
4	7
2	10	36	50	72	91	110	121	136	149	165	186	214
1	1	1	1	4	5	7	7	8	8	9	10	11
2	5	8	13	17	20	22	24	29	34	36
1	1	2	3	10	13
4
1	1
1
2
1	2
1	1
1	1	1	1	1	1
1
1	2
2	3	3	4	5
2	2	2	2	2	2	2
1	2	2	3	3	4	4	4	5	5	5	5
3	3	3	4
2	2	3	4	4	4	5	6
1	1	4	8	8	10	10	10	10	11
1	3	6	10
1	1	3	3	3	4	4	4	6	6	6	6	6	6	7
1	1	1	1	2	4	5	8	10	11	12	12	14
1	1	4	7	8	10	10	11	12	14	15
1	1
1	2	3	3
1	1	1
1	1	1	1	2	2	3	3
2	4	5
4
2	4	4	5
1	6	19	48	73
3	9	16	22	29	38	44
2	2	3	4	6	9	13
5	7
5	21	42
1	7	21	28
1	3	5
2	6	9
1	3	7	8
1	5	8
4	6
1	2	5	8	12
2	6	13	17	20	24	27	31	32	34	37	42	42	43	44
1	1	1
2
3
1	1	3
1	2
1	1	2	2	3	4
2	8	10
2	4
3
1
2	3	6	7
1	2
1	1
1	4	4
1	7	9
7	21	34	43	58	81	101	124
1	1	1	2	2	2	2	2	2	2
1	1	1	1	2	2
1	1	1	1	1	2	5	6
1	1
1	1	1	1	2	3	3	3	3
1	1	1	2	3	3	3	6	10	10	10
1
3
1	1	1	1	1	1	1
1	1	1	1	2	2	2	5	10	12
1	1
1
1	2	3	4
2	4	7	8	8
1	1	1
1	1	2	2	2	4
1	1	2	3	4	4
1	1	1	1	1	1
1
2
2	3	4	5	7
2
1	7
3	6	7	16
3	6
3	5
3	9
3	6
1	10	48	94
1	4	8	9	15
4
2	6
1	5
1	7	11	15	20	35	51	75	96	112	138	173	218	279
6	6	7	7	8	8	8
1	6	7	11	12	13	14
2	2	2	2	2	3	3
1	1	2	7	9	12	14	14	17	19
2	3	7	9	9	11	12
3	8	13	16	17	19	22	25	26
1	4	6	10	11	12	14	15	16	18	19	19	19
3	6	10	13	15	22	29	39	41	43	45	50	52	53	53	55	57	58	60
1	2	4	6	11	12	14	15	16	20	24	24	24	25	25	26
1	5	8	9	10	10	10	10	10	10	11	12	12	12
1	3	8	9	16	20	28	34	39	40	41	44	49	51
4	9	15	24	29	36	40	42	47	50	55
4	7	12	20	21	25	28	32	33	33	33	33	35	35	35
1	1	1	1	1	1	1	1	1	1	2	2	2
1	2	6	16	19	24	29	32	36	40	41	46	49	52
1	5	7	22	36	90	161	226	291	340	384	422	468	501	528	550	563	584	603	617
1	4	4	5	7	8	10	10	12	12	12
1	1	1
5	12	17	27	31	34	39	42	43	45	48	50
1	1	1	2	3	3	3	3	3	4	6	7	10	17	18
6	13	18	22	24	27	28	30	32	32	33	35	36
2	7	20	32	47	64	80	101	113	132	143	151	158	172	176
2	5	7	15	17	23	29	33	36	41	43	46	48	52	54
1	9	16	27	36	40	46	51	59	64	66	69	69	69	69
2	3	4	4	4	4	4	4	4	4	4	4
5	16	22	26	31	38	39	42	46	48	49	49	49	50
4	5	8	11	14	17	22	28	31	32	32	34	36	37
1	2	3	3	4	5	5	5	5	5	6	7	7
1	9	12	16	22	25	32	39	44	48	51	51	51	54	55
1	2	4	4	6	7	7	9	9	10	10	10	10
1	1	3	5	5	6	6	6	6	8	9
2	3	5	11	16	19	22	24	25	25	27	27	28
2	2	2	4	4	4	4	4	5
1	5	7	9	11	14	20	23	26	29	31	32
4	13	18	21	25	27	29	31	31	31	32	32
1	6	10	11	14	17	19	23	28	30	31	32	34	35	37	38	38	38	38	39	41
1	2	2	3	4	6	8	9	9	11	12	12	13	16	18	18	18	18	18
1	2	3	5	6	7	7	7	7	7	7	7	7	7
2	5	10	14	18	24	24	27	29	31	31	32	34
3	5	9	10	12	15	17	18	21	21	21	21	21	21	22	22
4	6	9	10	11	13	14	15	16	18	18	18	18	18	18	18	18
2	5	8	8	9	10	11	12	13	13	13	13	13
3	8	13	17	24	24	26	27	29	31	31	31	35	35
2	3	6	10	10	11	12	12	12	12	12	13	13
2	6	11	22	26	32	37	47	52	57	64	66	76	93
1	1	1	5	7	10	12	14	15	19	23	25	28	29	30	37	42	45
1	6	7	7	10	13	14	14	15	18	19	19	19	20	22	22	23	24	26	26
3	3	5	8	12	13	14	15	16	18	18	18	18	18	18	18	18	19	19
4	5	5	9	19	21	30	34	41	46	53	58	64	73	79	85	88	89	93
2	2	2	2	3	3	3	3	3	3	3	3	3	4	4
1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	4	6	8	9	10	13	13	13	13	13	13	13	13	13
1	4	8	9	9	15	18	21	22	23	24	26	27	28	29	29	30	31	32	32	32	32	32
3	6	12	23	35	42	55	62	78	86	96	100	104	110	113	117	120	122	124	128	131
2	2	5	13	19	32	43	47	51	51	54	57	61	65	70	73	81	83	84	84	85	88	89	90
1	10	12	18	26	31	35	40	46	53	65	75	85	92	101	112	117	120	130	134	138	144
1	2	2	3	4	4	4	4	5	5	5	5	5	5	5	5	5
3	5	5	6	6	7	7	7	7	7	7	7	7	7	7	7	7
2	2	5	7	11	13	14	15	16	19	20	22	23	24	24	24	24	25	25	26
4	6	9	9	10	11	15	16	17	17	18	18	18	18	18	18	18	18
2	3	4	5	5	5	6	8	8	9	9	9	9	9	9	9
5	12	30	47	60	81	103	127	145	164	179	204	231	253	269	297	312	322	337	344	351	353	361	367
